predictor,n,diagnosis,score_fun,score
DNN,15,CD,Recall,0.9110512129380054
DNN,15,CD,Specificity,0.8078602620087336
DNN,15,CD,F1 score,0.6345549738219896
DNN,15,HYP,Precision,0.42024539877300615
DNN,15,HYP,Recall,0.7316017316017316
DNN,15,HYP,Specificity,0.8921518987341772
DNN,15,HYP,F1 score,0.5440313111545988
DNN,15,MI,Precision,0.38285714285714284
DNN,15,MI,Recall,0.3459915611814346
DNN,15,MI,Specificity,0.9341772151898734
DNN,15,MI,F1 score,0.37054631828978624
DNN,15,STTC,Precision,0.5666666666666667
DNN,15,STTC,Recall,0.34210526315789475
DNN,15,STTC,Specificity,0.9741035856573705
DNN,15,STTC,F1 score,0.4375
DNN,16,NORM,Precision,0.6285126799177518
DNN,16,NORM,Recall,0.9821251241310824
DNN,16,NORM,Specificity,0.5646203554119548
DNN,16,NORM,F1 score,0.7683284457478006
DNN,16,CD,Precision,0.48343373493975905
DNN,16,CD,Recall,0.9111111111111111
DNN,16,CD,Specificity,0.8083700440528634
DNN,16,CD,F1 score,0.6348258706467662
DNN,16,HYP,Precision,0.4228571428571429
DNN,16,HYP,Recall,0.7317073170731707
DNN,16,HYP,Specificity,0.8922919857069934
DNN,16,HYP,F1 score,0.5442404006677797
DNN,16,MI,Precision,0.38288288288288286
DNN,16,MI,Recall,0.34649122807017546
DNN,16,MI,Specificity,0.9346733668341709
DNN,16,MI,F1 score,0.370757180156658
DNN,16,STTC,Precision,0.5677966101694916
DNN,16,STTC,Recall,0.34285714285714286
DNN,16,STTC,Specificity,0.9741935483870968
DNN,16,STTC,F1 score,0.4381625441696113
DNN,17,NORM,Precision,0.6288448393711552
DNN,17,NORM,Recall,0.9821802935010482
DNN,17,NORM,Specificity,0.5646481178396072
DNN,17,NORM,F1 score,0.768713204373423
DNN,17,CD,Precision,0.48353293413173654
DNN,17,CD,Recall,0.9111111111111111
DNN,17,CD,Specificity,0.808487486398259
DNN,17,CD,F1 score,0.6362735381565907
DNN,17,HYP,Precision,0.42296918767507
DNN,17,HYP,Recall,0.7320574162679426
DNN,17,HYP,Specificity,0.8922999496728736
DNN,17,HYP,F1 score,0.5447316103379721
DNN,17,MI,Precision,0.38308457711442784
DNN,17,MI,Recall,0.3472222222222222
DNN,17,MI,Specificity,0.9347934295669488
DNN,17,MI,F1 score,0.3719806763285024
